Uuid,Exchange,TimeStamp,OrderType,Limit,Quantity,QuantityRemaining,Commission,Price,PricePerUnit,IsConditional,Condition,ConditionTarget,ImmediateOrCancel,Closed
59126f72-a963-4360-9be2-2bcd5eec1de9,BTC-DASH,3/2/2019 1:37:02 PM,LIMIT_SELL,0.02150000,0.05989440,0.00000000,0.00000321,0.00128772,0.02149984,False,,0.00000000,False,3/2/2019 1:37:02 PM
5678b3a9-4b2b-485a-9a1a-42faa7e3af51,BTC-ZEC,3/2/2019 2:12:34 PM,LIMIT_SELL,0.01340099,0.08729786,0.00000000,0.00000292,0.00116987,0.01340090,False,,0.00000000,False,3/2/2019 2:31:17 PM
3f2fe3ad-c030-4126-883a-4c87188d0511,BTC-ADA,3/21/2019 12:43:27 PM,LIMIT_SELL,0.00001338,105.86479000,0.00000000,0.00000354,0.00141647,0.00001338,False,,0.00000000,False,3/21/2019 12:47:39 PM
ffe8b83b-86a2-474b-96b4-58e5214a3c42,ETH-XMR,4/13/2019 3:16:07 PM,LIMIT_BUY,0.39604558,1.64761643,0.00000000,0.00163132,0.65253120,0.39604558,False,,0.00000000,False,4/13/2019 3:16:07 PM
08c304c9-0769-45cf-9c74-eda6b05484f8,BTC-XMR,4/13/2019 3:18:35 PM,LIMIT_BUY,0.01278201,1.41814625,0.00000000,0.00004531,0.01812675,0.01278200,False,,0.00000000,False,4/13/2019 3:18:35 PM
6ce1153d-f017-43ae-b42e-2c642fd88389,BTC-XMR,4/14/2019 11:51:56 AM,LIMIT_SELL,0.01277000,2.25200000,0.00000000,0.00007189,0.02875810,0.01277003,False,,0.00000000,False,4/14/2019 11:51:56 AM
a51b820c-a3a9-4d37-a051-0624066d8c70,BTC-XMR,4/19/2019 5:23:10 PM,LIMIT_SELL,0.01290667,0.95081000,0.00000000,0.00003067,0.01227184,0.01290672,False,,0.00000000,False,4/19/2019 5:23:10 PM
2b931c2a-a3e6-45b3-b16d-3fb7598a6abe,BTC-XRP,4/19/2019 5:23:49 PM,LIMIT_BUY,0.00006277,359.29191000,0.00000000,0.00005623,0.02255261,0.00006277,False,,0.00000000,False,4/19/2019 5:35:41 PM
cdb5dae2-f8e8-4580-8f6c-8f1aa8015ec1,BTC-XMR,6/10/2019 4:38:39 PM,LIMIT_BUY,0.01089986,1.20375000,0.00000000,0.00003280,0.01312070,0.01089985,False,,0.00000000,False,6/10/2019 4:38:39 PM
0bd63cc4-11df-4617-bd10-3e852b2c544d,BTC-XMR,7/9/2019 8:22:26 PM,LIMIT_BUY,0.00794299,1.03328700,0.00000000,0.00002051,0.00820728,0.00794289,False,,0.00000000,False,7/9/2019 8:22:26 PM
42f04203-7ec2-420d-9aac-79f1b81020e1,BTC-XMR,10/14/2019 7:17:40 PM,LIMIT_BUY,0.00634774,1.34548400,0.00000000,0.00002134,0.00854078,0.00634774,False,,0.00000000,False,10/14/2019 7:27:36 PM
57328bda-c4e2-42e2-b982-09a1dec6a596,BTC-XMR,12/17/2019 2:20:51 PM,LIMIT_BUY,0.00696245,0.94650000,0.00000000,0.00001646,0.00658995,0.00696244,False,,0.00000000,False,12/17/2019 2:20:52 PM
#2020
5dc440b9-873b-4492-8f64-424c4b802f9c,BTC-XMR,1/15/2020 2:39:24 PM,LIMIT_SELL,0.00736069,0.32500000,0.00000000,0.00000598,0.00239222,0.00736068,False,,0.00000000,False,1/15/2020 2:39:24 PM,0,
dc0624ae-ed9e-4949-a0c8-56f5078fc1b4,BTC-XMR,2/5/2020 12:27:29 PM,LIMIT_SELL,0.00814484,0.33000000,0.00000000,0.00000671,0.00268779,0.00814482,False,,0.00000000,False,2/5/2020 12:28:14 PM,0,
ab36a04f-837f-43c2-8f18-251da15c781e,BTC-XMR,3/12/2020 12:56:45 PM,LIMIT_BUY,0.00621030,1.08780323,0.00000000,0.00000675,0.00675558,0.00621030,False,,0.00000000,False,3/12/2020 12:57:13 PM,0,
25c2421d-50ff-4e51-ae8f-0170330500e1,BTC-XMR,4/29/2020 8:30:38 PM,LIMIT_SELL,0.00759039,0.70816100,0.00000000,0.00001075,0.00537521,0.00759038,False,,0.00000000,False,4/29/2020 8:30:38 PM,0,
a260c9e6-6774-4f53-a0f5-0a80c3bc502b,BTC-XMR,9/30/2020 11:57:57 PM,LIMIT_SELL,0.01004217,1.30000000,0.00000000,0.00000000,0.01305482,0.01004217,False,,0.00000000,False,9/30/2020 11:59:38 PM,0,
4111b706-5678-4b42-a1e1-b2a0adb820a9,BTC-XMR,11/12/2020 2:15:30 PM,LIMIT_BUY,0.00699253,0.50000000,0.00000000,0.00000698,0.00349008,0.00698016,False,,0.00000000,False,11/12/2020 2:15:30 PM,0,
736c840c-58c4-4458-93d4-bceda8603454,BTC-XMR,12/22/2020 2:02:24 PM,LIMIT_BUY,0.00651158,0.70000000,0.00000000,0.00000910,0.00455487,0.00650696,False,,0.00000000,False,12/22/2020 2:02:24 PM,0,
#SALT delisted
salt-delisted,USD-SALT,2/21/2020 00:00:00 AM,LIMIT_SELL,,7.73027,0.00,0.00,0.00,,,,,,,,
#2023
#usdt and eth surrendered as part of bankruptcy
usdt-surrender,USD-USDT,2/21/2020 00:00:00 AM,LIMIT_SELL,0.00,0.00005232,0.00,0.00,0.00,,,,,,,,
eth-surrender,USD-ETH,2/21/2020 00:00:00 AM,LIMIT_SELL,0.00,0.00000410,0.00,0.00,0.00,,,,,,,,
